Artists,Title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
YBN Nahmir ,Baby 8,1AtJv3Zzf4DA9UfX822V6D,0.656,0.675,1,-9.476,1,0.44,0.0303,0.0,0.344,0.475,162.839
Mac Miller ,Polo Jeans,367HmvU5MpsWZdAJ3QbGlZ,0.732,0.635,1,-7.891,1,0.41,0.493,7.02e-06,0.388,0.581,147.025
Megan Thee Stallion ,Outside,1ZynYY8BPvWnx7t1EGwrPs,0.864,0.841,2,-2.775,1,0.278,0.0242,0.0,0.0748,0.713,168.002
YoungBoy Never Broke Again ,On My Side,2hoR8CosGo9F4dTrE056ea,0.606,0.671,10,-7.529,0,0.352,0.415,0.0,0.176,0.642,168.201
Shakira ,Hips Don't Lie,3ZFTkvIE7kyPt6Nu3PEa7V,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024
Tee Grizzley ,Jettski Grizzley,2VKf0WEOpq06JE5PTNr9wa,0.875,0.878,8,-5.358,1,0.179,0.0966,0.0,0.333,0.381,100.042
Key Glock ,Something Bout Me,6SDAOIs8wLJvhEXcIMgm5f,0.893,0.537,1,-6.912,1,0.299,0.311,0.0,0.0877,0.381,130.048
Prxxy ,Blood Moon,37J6sYIBny0g0YJi88FPnc,0.653,0.398,8,-9.519,1,0.0284,0.64,0.000142,0.0944,0.438,133.037
PinkPantheress ,I must apologise,2rrq3SGYxk90xLx5fMmPhZ,0.616,0.856,9,-6.098,1,0.0457,0.516,0.0652,0.245,0.75,157.109
Bill Withers ,Ain't No Sunshine,1k1Bqnv2R0uJXQN4u6LKYt,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169
Ariana Grande ,test drive,3eZYOQO4UzKrUDYDghtnFw,0.698,0.708,9,-4.943,0,0.0454,0.0251,0.0,0.124,0.322,115.036
Florence + The Machine ,Big God,1NcXkWB3UwXfMt8izByICb,0.625,0.366,2,-8.388,0,0.0331,0.528,2.1e-05,0.0958,0.219,72.992
Lil Nas X ,AM I DREAMING,6isTQfKXhNO3EyJd9mSxx8,0.629,0.445,3,-6.999,1,0.0258,0.77,2.92e-06,0.351,0.209,94.103
Sueco ,Loser,01VbCa15MmvNg3KMOfoHa2,0.61,0.894,5,-3.956,0,0.129,0.00317,0.0,0.0539,0.65,96.622
Justin Timberlake ,Morning Light,3KnLHwhRhJGuQM822JVSoI,0.62,0.497,9,-9.585,0,0.119,0.382,0.0482,0.193,0.55,155.908
Vince Guaraldi Trio ,Christmas Time Is Here,3bMfUUpzUzqWp9II00yRhE,0.367,0.122,9,-21.34,0,0.0319,0.984,4.37e-05,0.172,0.104,75.265
Childish Gambino ,Sober,6YuFv5d7iGeNnFMu6xphZl,0.701,0.591,0,-6.646,1,0.0301,0.0979,2.53e-05,0.551,0.423,98.056
Dreamville ,PTSD,5KUciA17ZXudpvWAc3mLHs,0.68,0.883,1,-5.387,1,0.395,0.187,0.0,0.116,0.59,96.173
A$AP Rocky ,Holy Ghost,6AHNkRbVzkh95xilnYzDT7,0.514,0.78,10,-6.491,0,0.198,0.127,0.0,0.349,0.331,75.549
Imagine Dragons ,Polaroid,7fvgzmfXxrdTcrL3xh2cBD,0.545,0.607,1,-6.778,1,0.0356,0.513,1.33e-06,0.207,0.235,76.987
Yeat ,Big tonka,2aCj4aX6TXFFUn5zTFRH4w,0.667,0.67,10,-7.081,0,0.124,0.00652,0.0,0.122,0.208,130.082
Mobb Deep ,"Shook Ones, Pt. II",33ZXjLCpiINn8eQIDYEPTD,0.763,0.786,10,-6.472,0,0.229,0.0146,0.0114,0.0817,0.504,93.857
KJoke ,Yeah I Made It,2HA3yZkgrzhmUZycAlE8UP,0.843,0.338,2,-9.314,0,0.0761,0.195,1.01e-06,0.11,0.142,90.009
Jane Zhang ,Dust My Shoulders Off,08JEs7dvDNb1ZsCTno1iHt,0.853,0.827,10,-5.366,1,0.223,0.272,3.12e-06,0.064,0.929,98.006
Dua Lipa ,Physical,3AzjcOeAmA57TIOr9zF1ZW,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967
J Balvin ,QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603
BROCKHAMPTON ,TONYA,0QV83q2vzzOM4uODVyXf7i,0.576,0.558,7,-7.713,0,0.312,0.509,2.07e-05,0.158,0.0395,80.193
Lady Gaga ,Free Woman,4L6ihclQPu1hqP9r3WNJjQ,0.731,0.927,0,-3.634,1,0.0781,0.0228,7.15e-05,0.187,0.478,119.006
Meghan Trainor ,Like I'm Gonna Lose You,2YlZnw2ikdb837oKMKjBkW,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038
Roddy Ricch ,all good,4tEArA9SQlyNrBHpjNZAWM,0.732,0.634,9,-8.822,1,0.229,0.00454,2.8e-05,0.297,0.279,167.01
ILLENIUM ,Blame Myself,72srz1PlxoUUNiw6JcqaaI,0.583,0.922,5,-3.704,0,0.0716,9.28e-05,0.141,0.13,0.317,140.01
Tory Lanez ,Dope Boy's Diary,5LowZZg0kBpXRLLEY0sO3Q,0.615,0.761,10,-6.921,0,0.274,0.0865,0.0,0.254,0.444,93.146
The Kid LAROI ,SO DONE,5YnxnTS89l3FElIwfIAeSs,0.719,0.598,9,-6.254,1,0.077,0.232,0.0,0.115,0.303,142.592
Andrew Andraos ,Ave Maria,6MgNC9AneTOVqHxZtUAHSs,0.249,0.287,2,-5.863,0,0.0316,0.723,0.0,0.0954,0.0914,140.18
Lil Yachty ,One Night,40yJGQyEaBbIkXpwMFkXip,0.764,0.475,0,-12.618,1,0.114,0.345,0.0,0.14,0.34,129.974
Stone Temple Pilots ,Plush,0CkspLl535ZxdwCRs8AdZ4,0.426,0.94,7,-5.279,0,0.0423,0.00671,1.72e-06,0.14,0.466,144.49
Calvin Harris ,Rollin,0lMbuWUpfTWhEmOKxppEau,0.753,0.76,6,-4.518,0,0.0859,0.446,3.13e-05,0.182,0.657,91.953
Katy Perry ,Dark Horse,4jbmgIyjGoXjY01XxatOx6,0.647,0.585,6,-6.123,1,0.0512,0.00314,0.0,0.165,0.353,131.934
BTS ,Euphoria,5YMXGBD6vcYP7IolemyLtK,0.637,0.799,2,-4.518,1,0.0338,0.394,0.0,0.0921,0.57,104.996
"Tyler, The Creator ",SIR BAUDELAIRE,4ydmav4vl7hebadtfZtMrg,0.467,0.635,7,-6.115,1,0.154,0.314,4.16e-06,0.844,0.51,127.596
Bill Withers ,Lovely Day,0bRXwKfigvpKZUurwqAlEh,0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923
DaBaby ,CHAMPION,19eeh4pgEGHdSTc26U1y89,0.828,0.538,0,-6.067,0,0.341,0.071,0.0,0.116,0.56,145.071
Kings of Leon ,Muchacho,0Gu3ftWoA5mdwcAjMvLFG9,0.773,0.602,10,-8.3,0,0.0287,0.797,0.266,0.119,0.507,118.366
Drake ,"Two Birds, One Stone",3m62bJJXGyQKdR9XyRocnl,0.529,0.838,8,-2.619,1,0.212,0.337,0.0,0.127,0.355,88.052
Maren Morris ,Circles Around This Town,13G5xv1wUKvJYbK0wYmioN,0.591,0.814,4,-4.986,1,0.0468,0.015,0.0,0.117,0.815,149.9
Denzel Curry ,RICKY,2QbGvQssb0VLLS4x5NOmyJ,0.776,0.562,9,-6.901,1,0.363,0.0399,0.0,0.138,0.521,169.03
Taylor Swift ,You Need To Calm Down,6RRNNciQGZEXnqk8SQ9yv5,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026
Don Toliver ,BOGUS,5q37UhJgXRZwIIkdUGTZFb,0.652,0.571,6,-7.626,1,0.104,0.0894,0.0,0.0981,0.392,144.076
Paramore ,Misery Business,6SpLc7EXZIPpy0sVko0aoU,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977
Jarryd James ,Give Me Something,0IJb0gRCdWJRaMWTWGdbQG,0.577,0.676,1,-7.08,1,0.054,0.187,0.0,0.0931,0.889,85.992
Lil Wayne ,Uproar,3wScL5W8H40zzCKN0atfBk,0.743,0.87,1,-2.188,1,0.212,0.0595,0.0,0.299,0.884,99.079
Eric Church ,Like A Wrecking Ball,6hr4weuSidHy2LNMw8UVJ2,0.693,0.335,0,-10.863,1,0.0395,0.338,0.000552,0.118,0.623,136.071
Kanye West ,Life Of The Party,2yBb1CRq98SSWRuDSn36SZ,0.502,0.714,2,-6.668,1,0.257,0.138,0.0,0.97,0.305,79.136
Taylor Swift ,Begin Again (Taylor's Version),05GsNucq8Bngd9fnd4fRa0,0.519,0.527,7,-7.673,1,0.0274,0.075,0.0,0.132,0.267,78.915
Anitta ,Me Gusta,7e1VoRlNumuEkXlITMHKLE,0.91,0.604,6,-4.392,0,0.082,0.448,0.0,0.0863,0.807,110.075
Future ,Ridin Strikers,6PHbWsTTlmQKF9i9VC1KFv,0.595,0.534,1,-8.747,1,0.318,0.0106,0.00157,0.107,0.134,162.066
David Guetta ,Let's Love,6lhZLbb0czULpjb2kFryPS,0.662,0.868,5,-4.025,1,0.0341,0.00882,0.00244,0.584,0.353,92.998
James Arthur ,Empty Space,6GFfDRG1Sff3IZaD0TYro4,0.548,0.515,1,-5.379,1,0.0562,0.22,0.0,0.0611,0.339,164.801
Migos ,Vaccine,5Qs6gTnyrG0KGYbuCzoK5k,0.845,0.67,4,-4.806,0,0.0595,0.109,0.0,0.0988,0.504,124.036
DaBaby ,OFF THE RIP,3e39X4Q74yJzsYUEeyf4ws,0.801,0.693,0,-4.002,1,0.323,0.0104,0.0,0.376,0.602,164.084
Juice WRLD ,In My Head,2RJAKIw6nIkgZVsAIKhmqz,0.633,0.548,5,-5.634,0,0.0467,0.269,0.0,0.16,0.35,160.011
Kelly Clarkson ,My Favorite Things,3DzYn4QDEQcyLMD1DQTbYw,0.298,0.802,11,-5.134,0,0.145,0.139,0.0,0.207,0.625,179.379
Common ,Glory (From the Motion Picture Selma),2fmqPLRFdJNPhLU3b2NSFp,0.567,0.587,9,-5.626,0,0.0417,0.867,0.0,0.13,0.572,83.046
China Anne McClain ,Calling All the Monsters,0QTUoI90fBFdKkd4h8fsOu,0.561,0.826,2,-5.842,1,0.0972,0.00289,0.0,0.432,0.499,141.98
Jake Owen ,Barefoot Blue Jean Night,3ts6xK5GzfMAAriT9AIBmP,0.599,0.807,4,-4.679,1,0.0402,0.202,0.0,0.196,0.812,172.017
Machine Gun Kelly ,Bad Things,1PSBzsahR2AKwLJgx8ehBj,0.697,0.691,2,-4.757,1,0.146,0.214,0.0,0.185,0.305,137.853
The 1975 ,UGH!,5vgdeMt4uKUN2BeltZjoDh,0.776,0.707,5,-4.073,0,0.175,0.222,0.0,0.0852,0.863,99.953
ScHoolboy Q ,Kno Ya Wrong,3yg7fx2DVjbQRLoROq3wA8,0.398,0.765,2,-7.676,1,0.46,0.39,0.0,0.201,0.25,86.951
$uicideboy$ ,Sorry for the Delay,49YpGS0rVcRLtiDvx5JQyp,0.787,0.889,2,-3.125,1,0.128,0.00951,0.000322,0.652,0.677,156.027
Tayler Buono ,Technically Single,5H6F1Jjq4IF8cYXTCcrq41,0.737,0.755,2,-4.767,1,0.0485,0.148,6.79e-05,0.0945,0.333,139.96
Lizzo ,Truth Hurts (DaBaby Remix),01jBJGEa9Ex9W2IjkIzuY6,0.706,0.628,4,-2.94,0,0.201,0.193,0.0,0.126,0.38,158.036
Brett Eldredge ,A Holly Jolly Christmas,1GpPsjjd4D1jsteGYpGGIN,0.681,0.474,7,-8.623,0,0.0423,0.621,1.24e-06,0.137,0.7,71.957
Joji ,High Hopes,5dl8x4xLEzZC0f927WBTUG,0.719,0.369,1,-9.12,0,0.193,0.472,0.0572,0.102,0.364,150.076
The Weeknd ,Every Angel is Terrifying,3vJcz8exedHCjQ9ed95NqU,0.447,0.959,0,-5.59,1,0.348,0.109,2.75e-05,0.0498,0.46,118.167
Charli XCX ,New Shapes,1K9yH9EpJsH2kXWX4ozH68,0.735,0.74,0,-4.929,1,0.0552,0.111,0.0,0.032,0.553,107.061
Calvin Harris ,New To You,5Axapk6xMmSHK2A75EZiYo,0.728,0.707,8,-5.09,1,0.0435,0.371,0.00107,0.138,0.802,96.017
DJ Luian ,Verte Ir,4lzxJ4jCuFDXXGkE1LmpKR,0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982
Joyner Lucas ,Duck Duck Goose,3pnSl76sUiuy1kEBiftn36,0.858,0.574,1,-9.375,1,0.269,0.154,0.0,0.126,0.511,138.047
Chance the Rapper ,Mixtape,0WCbhE2evMrIwRM0DlMy9k,0.838,0.43,1,-5.868,1,0.281,0.0498,1.59e-05,0.0977,0.126,126.981
Blake Shelton ,I'll Name the Dogs,609qKv3KPAbdtp0LQH2buA,0.348,0.87,4,-5.86,1,0.137,0.171,4.4e-06,0.202,0.763,83.392
Trippie Redd ,Holy Smokes,0dmz0Lj2EkEuX0Msjh6eUW,0.422,0.491,6,-5.703,1,0.368,0.195,0.0,0.142,0.67,184.344
Joyner Lucas ,I Don't Die,3NSmC1EQKOdUe6KhMrDDk5,0.743,0.876,1,-4.326,1,0.301,0.099,0.0,0.119,0.574,149.041
Shawn Mendes ,Monster (Shawn Mendes & Justin Bieber),2Z8yfpFX0ZMavHkcIeHiO1,0.652,0.383,2,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,145.765
Bryson Tiller ,Exchange,43PuMrRfbyyuz4QpZ3oAwN,0.525,0.433,6,-10.598,1,0.185,0.107,0.0,0.135,0.276,160.108
Young Thug ,Best Friends,5tTjgQzf6zPgNN5JTBVhqt,0.801,0.807,4,-5.751,0,0.197,0.355,4.21e-05,0.36,0.687,126.945
Russ ,What They Want,3pndPhlQWjuSoXhcIIdBjv,0.71,0.404,1,-10.04,0,0.379,0.484,0.0,0.0953,0.398,139.553
6LACK ,Loaded Gun,1wb7Mqon4o1ViLjaLV9f8U,0.646,0.549,1,-6.515,0,0.0704,0.1,2.06e-05,0.12,0.241,127.994
Lil Tecca ,CHOPPA SHOOT THE LOUDEST,2MyQK6cKu9IAzNXiBm7TD0,0.585,0.765,10,-5.575,0,0.0589,0.0644,0.0,0.148,0.18,145.155
Dan + Shay ,Nothin' Like You,4W38RXuQNuoTSwVsQA1OGC,0.589,0.704,4,-4.772,1,0.0303,0.151,0.0,0.067,0.437,84.956
Colbie Caillat ,Try,6buXDkw3Gv4fQC1OZKUhnR,0.603,0.376,1,-9.77,1,0.0288,0.807,0.0,0.108,0.538,139.995
Dantès ,So below,3bYIIZtai1k6kIy4VMPlDr,0.767,0.739,9,-7.241,1,0.0549,0.000777,0.311,0.0607,0.872,127.007
Metallica ,Enter Sandman,3VqHuw0wFlIHcIPWkhIbdQ,0.566,0.834,6,-8.412,0,0.0298,0.00277,0.008,0.0625,0.621,123.296
DJ Khaled ,BILLS PAID,0JiLQRLOeWQdPC9rVpOqqo,0.74,0.687,1,-7.193,1,0.218,0.00828,0.0,0.352,0.63,105.034
Little Big Town ,Girl Crush,11qh54D0PKkBwelpDxxiEU,0.5,0.225,0,-10.22,1,0.0302,0.842,0.0,0.112,0.355,173.788
PARTYNEXTDOOR ,SAVAGE ANTHEM,7I0Sleck98bBPRZItY0w76,0.339,0.328,8,-12.222,1,0.0423,0.529,0.0215,0.158,0.149,106.99
Gucci Mane ,At Least a M,39jYT18udEDACVjJ4dKwgV,0.701,0.571,11,-7.686,1,0.341,0.194,0.0,0.173,0.369,149.819
Little Mix ,Woman Like Me,222B3aljXx6fFwKmFjuBED,0.754,0.854,5,-3.449,0,0.0608,0.177,0.0,0.0808,0.8,75.002
Gunna ,World Is Yours (Lil Baby & Gunna),0p0jvYdazuWBMC8QacxpUH,0.834,0.557,6,-7.148,1,0.543,0.113,0.0,0.0694,0.575,109.867
Jack Harlow ,Dua Lipa,0LnS7aOdOdI1dNKZqdOLz4,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022
Harry Styles ,Canyon Moon,5IhzJOXNE7ki0IIJbZbnGq,0.603,0.621,2,-7.14,1,0.0267,0.328,3.49e-05,0.119,0.7,94.022
Miley Cyrus ,Cattitude,7s4xQU7Tz9vyxD5a3golZc,0.801,0.843,6,-5.698,0,0.191,0.00766,0.000919,0.385,0.736,121.065
Mumford & Sons ,Snake Eyes,0qngF90TSlLD32vyRTEbhH,0.357,0.644,9,-9.159,0,0.0489,0.0124,0.331,0.0903,0.185,180.095
Big Sean ,One Man Can Change The World,731Pa6Gt7GAdADATMSEL0N,0.67,0.58,8,-6.586,0,0.144,0.777,0.0,0.11,0.309,157.997
PinkPantheress ,Just for me,1Vrj9Vcbb0lOG94pQbYvzv,0.804,0.609,0,-7.848,1,0.0633,0.68,0.00253,0.261,0.713,133.043
Rihanna ,American Oxygen,0bHA8LApeZHv7ZlhVUWg8X,0.391,0.745,2,-6.296,1,0.0884,0.0497,0.0,0.329,0.483,78.205
Justin Bieber ,Anyone,2WnAKZefdRHxtBEkRjFOHC,0.685,0.521,2,-8.285,1,0.0345,0.185,3.59e-06,0.111,0.578,115.885
Drake ,Legend,1ID1QFSNNxi0hiZCNcwjUC,0.714,0.563,1,-7.574,1,0.0723,0.0266,0.0,0.0776,0.31,100.091
Ellie Goulding ,On My Mind,5a7NdkF09AfD0H607eiOkX,0.702,0.705,0,-6.666,1,0.0543,0.258,5.93e-06,0.0879,0.743,154.911
Justin Timberlake ,The Hard Stuff,5ltBz3a5wh9IWwdhBaHu4j,0.501,0.839,11,-7.472,1,0.0432,0.152,0.000322,0.367,0.489,167.853
Sheff G ,On Go,3Ho13bRS28xEvGvgW4LOFM,0.88,0.427,9,-6.004,0,0.323,0.459,1.28e-06,0.119,0.623,103.542
YoungBoy Never Broke Again ,Drug Addiction,1jWHtG4UXwH7JkEGY559Pa,0.819,0.738,1,-5.159,0,0.186,0.47,0.0,0.117,0.676,139.957
Justin Timberlake ,Midnight Summer Jam,1KAhsLqLYiqCZ1G8ljKDtB,0.805,0.759,10,-5.198,0,0.0438,0.101,0.354,0.183,0.721,120.057
Lil Wayne ,In This House,0OepwhbyraIWqCCV6MBFsm,0.78,0.676,10,-3.857,0,0.261,0.0556,0.0,0.119,0.535,146.107
NAV ,Status,6KhmSJf9FvdAcq1tr8LcYD,0.951,0.72,6,-4.467,1,0.302,0.0406,0.0,0.0998,0.687,134.033
Lil Yachty ,Flex Up,5Ryu0SlsYjKh78RkJUONFr,0.829,0.667,9,-5.366,1,0.166,0.000523,0.000521,0.048,0.545,160.082
Ariana Grande ,The Way,06EL94D0TA27Ik0Ke5usbj,0.645,0.877,5,-3.208,0,0.113,0.294,0.0,0.0759,0.861,82.324
ScHoolboy Q ,Tookie Knows II,3mViCAKDSnEoGijjbmcQYA,0.852,0.486,2,-7.823,1,0.189,0.264,0.0,0.145,0.138,115.013
Gorillaz ,Charger,2CJ6CRzuRQd46asE1ucuVD,0.574,0.741,0,-4.815,1,0.044,0.112,0.00362,0.347,0.511,138.041
Logic ,Wassup,5KVciTEfXvpcFHR3RFbtJy,0.777,0.57,1,-6.833,1,0.0472,0.0869,0.0,0.121,0.321,139.993
French Montana ,Lockjaw,7iaw359G2XT14uTfV9feip,0.615,0.648,5,-3.792,0,0.22,0.0411,0.0,0.277,0.26,169.912
Lovejoy ,Perfume,7ITzf6TxMKnUwgXfNRfMxI,0.623,0.788,8,-7.777,1,0.0415,0.000247,0.271,0.0978,0.955,121.974
Russ ,Missin You Crazy,4ve2uzqdwnHr20G5YgMMqr,0.716,0.729,5,-6.313,1,0.117,0.0991,0.0,0.0842,0.276,131.975
BROCKHAMPTON ,TAPE,60srrpZaXm72T4i3ZAoT5w,0.566,0.898,7,-4.999,0,0.298,0.255,0.0,0.189,0.382,80.583
Gunna ,COOLER THAN A BITCH,5LHHKZOwV8XW4LJP2C64mw,0.837,0.586,11,-8.521,0,0.0807,0.281,0.0,0.134,0.618,117.066
J Balvin ,Qué Más Pues?,76UHfwKxMuNVnnkl6fG28m,0.904,0.817,8,-3.956,1,0.0871,0.0254,0.000141,0.232,0.753,101.988
KAROL G ,BICHOTA,7vrJn5hDSXRmdXoR30KgF1,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908
Train ,Drops of Jupiter,2hKdd3qO7cWr2Jo0Bcs0MA,0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064
Vince Staples ,SUNDOWN TOWN,0zfsHae5pzUPpEuXjtEqbC,0.852,0.389,1,-13.112,1,0.0997,0.596,0.000401,0.112,0.584,139.953
Bad Bunny ,Dakiti,47EiUVwUp4C9fGccaPuUCS,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928
M.I.A. ,Paper Planes,1ixbwbeBi5ufN4noUKmW5a,0.447,0.848,2,-6.175,1,0.222,0.033,7.46e-05,0.65,0.485,172.253
Benson Boone ,GHOST TOWN,135Lf4Q0CzlMNfOxbEUsLH,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185
Future ,DOH DOH,0U06Yqe0nkkJlptlr7O4uO,0.892,0.66,2,-8.12,1,0.127,0.0321,2.7e-05,0.185,0.662,155.955
6ix9ine ,93,4Bwi9ggVQaom506Wdl83Ho,0.798,0.903,7,-2.77,1,0.19,0.0316,0.0,0.0882,0.648,130.015
Sam Hunt ,House Party,1TwLKNsCnhi1HxbIi4bAW0,0.747,0.861,8,-5.251,1,0.0514,0.113,0.0,0.026,0.859,103.966
John Mayer ,XO,7cpCU3Denug5NGZsSpQl8v,0.431,0.377,2,-9.753,1,0.0288,0.749,0.0,0.211,0.353,173.67
Agust D ,Honsool,2cSbuiICLgDR1GIQisS9Zf,0.478,0.574,1,-8.886,1,0.0606,0.00036,0.00719,0.157,0.187,71.984
Travis Scott ,FRANCHISE,7pas6O1LYbaeChEFQBhPFU,0.688,0.658,1,-4.155,1,0.0695,0.105,1.89e-06,0.335,0.28,75.615
Eminem ,Alfred’s Theme,0uAkm1iQLrzweZ4U1iXy6w,0.721,0.903,1,-2.968,1,0.386,0.114,0.0,0.337,0.701,97.113
One Direction ,One Thing,5G2c6FsfTzgYUzageCmfXY,0.713,0.718,2,-3.806,1,0.0278,0.00233,0.0,0.0838,0.656,126.999
Linkin Park ,Lying From You,3BmjRmFTESgWZLPSVGp8aG,0.535,0.951,3,-3.324,0,0.18,0.00777,0.0,0.0669,0.723,160.102
Drake ,Way 2 Sexy,0k1WUmIRnG3xU6fvvDVfRG,0.803,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.323,0.331,136.008
5 Seconds of Summer ,No Shame,5EbidH3lGB30WuDsoR4km6,0.576,0.807,7,-3.019,1,0.0374,0.0185,2.4e-06,0.0963,0.479,90.932
Metro Boomin ,Blue Pill,3VFI494i8DoYzkA5boYxCw,0.369,0.42,3,-12.278,0,0.0674,0.303,0.0,0.115,0.0716,132.93
The Neighbourhood ,You Get Me So High,7zwn1eykZtZ5LODrf7c0tS,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036
Halsey ,Lilith,3l6LBCOL9nPsSY29TUY2VE,0.431,0.736,9,-8.282,0,0.0755,0.00942,3.19e-05,0.185,0.139,83.627
The Weeknd ,A Lonely Night,0ifooM33X1iBxVYyOkSbXW,0.853,0.663,7,-6.955,0,0.0755,0.0431,8.71e-06,0.0891,0.864,113.998
Gucci Mane ,Pop Music,4aJl4oHd8CKjRqD3YeOxIo,0.696,0.674,2,-6.147,1,0.0553,0.379,0.0,0.109,0.333,130.047
Brett Young ,Mercy,2VIPU72L6tIR4w8J8ap6Kp,0.638,0.367,4,-7.906,1,0.0266,0.84,0.0,0.0999,0.219,71.957
Drake ,Can I,3e0ZGE7Gp034iLknjQk4QW,0.643,0.178,4,-8.56,0,0.0588,0.484,0.0108,0.122,0.0674,85.042
Logic ,Fade Away,4QRWA5UqYU1st9aO0UfxOj,0.709,0.787,1,-2.377,1,0.235,0.27,0.00114,0.296,0.607,75.986
The Clash ,Should I Stay or Should I Go  Remastered,39shmbIHICJ2Wxnk1fPSdz,0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375
Meek Mill ,Froze,3klzr0269NpGoBpe9BUNXN,0.7,0.693,2,-6.553,1,0.14,0.00375,0.0,0.314,0.525,133.981
Run–D.M.C. ,Christmas In Hollis,41onDks2UPbyjer5fMeUWf,0.819,0.702,11,-6.129,0,0.251,0.00463,0.000207,0.101,0.573,95.094
Lean Trap ,La Modelo,1JgkiUg9mSXSwcb5Gbi4Ur,0.754,0.775,7,-5.077,1,0.066,0.0302,0.0,0.362,0.159,76.01
Snoop Dogg ,Gin N Juice,39QBkWKnap8wRSW4WB9OK0,0.603,0.762,4,-7.744,0,0.285,0.0953,1.53e-05,0.478,0.379,94.726
Coldplay ,Fix You,7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178
Future ,Love Thy Enemies,6voLIzmNKZ9ZN53rQ4yQn1,0.5,0.402,7,-9.292,1,0.0444,0.79,6.77e-05,0.123,0.268,99.925
The Beatles ,Yesterday  Remastered,3BQHpFgAp4l80e1XslIjNI,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529
Lil Durk ,Petty Too,0VlpgNPHWCyh8xxLcaK2fp,0.824,0.577,2,-9.443,1,0.357,0.0109,0.0,0.107,0.442,154.081
Logic ,Yuck,0D5CXSUx8GOCHSY8KWgi9h,0.619,0.798,11,-5.517,0,0.381,0.168,0.0,0.17,0.71,156.151
Summer Walker ,Let It Go,6qwLieyhZ2vhn3xuIOrw32,0.651,0.477,2,-6.775,1,0.0443,0.0796,0.0,0.1,0.217,112.668
DJ ESCO ,Too Much Sauce,5oyUurs28XRagLa8lgm6V3,0.96,0.547,6,-6.992,0,0.0786,0.0496,0.0,0.216,0.186,121.01
Jonas Brothers ,Lovebug,3F8xLc6T4VvKH7I6wqVAN2,0.597,0.5,4,-6.216,1,0.0579,0.127,0.0,0.214,0.522,79.071
Don Toliver ,Smoke,7AiN0hMC6PkB59VndNtNsJ,0.713,0.671,1,-6.515,0,0.327,0.3,0.0,0.243,0.659,119.915
YoungBoy Never Broke Again ,Bring The Hook,2Sc8Vpb2cK0NYHaIkjBR5p,0.693,0.656,10,-7.684,0,0.392,0.0865,0.0,0.73,0.802,162.072
Pop Smoke ,Top Shotta,7ClZUuzhHULLKjjrHEz6HF,0.768,0.56,4,-5.015,0,0.179,0.288,7.69e-06,0.0847,0.323,150.071
Tiësto ,Don't Be Shy,0bI7K9Becu2dtXK1Q3cZNB,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986
Tame Impala ,Is It True,6RZmhpvukfyeSURhf4kZ0d,0.731,0.664,0,-5.474,1,0.0302,0.00307,0.35,0.133,0.661,118.018
Future ,Solo,6B7rqRj5zxu1uFLhoi3mZ7,0.826,0.348,2,-15.567,1,0.0633,0.0165,0.925,0.121,0.148,117.708
Future ,Lil One,4Bt9yX2Gq7Q1biRF45EN1C,0.84,0.411,6,-8.24,0,0.212,0.308,0.0034,0.138,0.155,140.013
Yung Lean ,Ginseng Strip 2002,7v3rmoy5jcn4h5UqwQyCM3,0.601,0.712,1,-9.433,1,0.0436,0.0848,0.0,0.461,0.389,114.97
Rick Ross ,Running the Streets,3s9f1LQ6607eDj9UYCzmgk,0.536,0.622,1,-7.98,1,0.262,0.0744,0.0,0.197,0.227,70.474
